s,C,C,C
 6.2900000E+003, 5.0293022E+001, 8.6311928E+001, 0.0000000E+000
 6.3000000E+003, 5.0222195E+001, 8.6175407E+001, 0.0000000E+000
 6.3200000E+003, 5.0080864E+001, 8.5903130E+001, 0.0000000E+000
 6.3400000E+003, 4.9939960E+001, 8.5631859E+001, 0.0000000E+000
 6.3600000E+003, 4.9799480E+001, 8.5361603E+001, 0.0000000E+000
 6.3800000E+003, 4.9659428E+001, 8.5092346E+001, 0.0000000E+000
 6.3900000E+003, 4.9589561E+001, 8.4958092E+001, 0.0000000E+000
 6.4100000E+003, 4.9450142E+001, 8.4690331E+001, 0.0000000E+000
 6.4300000E+003, 4.9311146E+001, 8.4423561E+001, 0.0000000E+000
 6.4500000E+003, 4.9172569E+001, 8.4157776E+001, 0.0000000E+000
 6.4700000E+003, 4.9034409E+001, 8.3892982E+001, 0.0000000E+000
 6.4800000E+003, 4.8965488E+001, 8.3760948E+001, 0.0000000E+000
 6.5000000E+003, 4.8827953E+001, 8.3497612E+001, 0.0000000E+000
 6.5200000E+003, 4.8690838E+001, 8.3235252E+001, 0.0000000E+000
 6.5400000E+003, 4.8554131E+001, 8.2973854E+001, 0.0000000E+000
 6.5600000E+003, 4.8417839E+001, 8.2713417E+001, 0.0000000E+000
 6.5700000E+003, 4.8349850E+001, 8.2583565E+001, 0.0000000E+000
 6.5900000E+003, 4.8214172E+001, 8.2324562E+001, 0.0000000E+000
 6.6100000E+003, 4.8078907E+001, 8.2066521E+001, 0.0000000E+000
 6.6300000E+003, 4.7944046E+001, 8.1809418E+001, 0.0000000E+000
 6.6500000E+003, 4.7809593E+001, 8.1553261E+001, 0.0000000E+000
 6.6600000E+003, 4.7742519E+001, 8.1425537E+001, 0.0000000E+000
 6.6800000E+003, 4.7608673E+001, 8.1170792E+001, 0.0000000E+000
 6.7000000E+003, 4.7475227E+001, 8.0916969E+001, 0.0000000E+000
 6.7200000E+003, 4.7342186E+001, 8.0664085E+001, 0.0000000E+000
 6.7400000E+003, 4.7209545E+001, 8.0412117E+001, 0.0000000E+000
 6.7500000E+003, 4.7143375E+001, 8.0286484E+001, 0.0000000E+000
 6.7700000E+003, 4.7011330E+001, 8.0035896E+001, 0.0000000E+000
 6.7900000E+003, 4.6879684E+001, 7.9786224E+001, 0.0000000E+000
 6.8100000E+003, 4.6748432E+001, 7.9537468E+001, 0.0000000E+000
 6.8300000E+003, 4.6617577E+001, 7.9289612E+001, 0.0000000E+000
 6.8400000E+003, 4.6552292E+001, 7.9166016E+001, 0.0000000E+000
 6.8600000E+003, 4.6422024E+001, 7.8919518E+001, 0.0000000E+000
 6.8800000E+003, 4.6292149E+001, 7.8673904E+001, 0.0000000E+000
 6.9000000E+003, 4.6162663E+001, 7.8429184E+001, 0.0000000E+000
 6.9200000E+003, 4.6033562E+001, 7.8185356E+001, 0.0000000E+000
 6.9300000E+003, 4.5969158E+001, 7.8063774E+001, 0.0000000E+000
 6.9500000E+003, 4.5840641E+001, 7.7821266E+001, 0.0000000E+000
 6.9700000E+003, 4.5712505E+001, 7.7579643E+001, 0.0000000E+000
 6.9900000E+003, 4.5584755E+001, 7.7338890E+001, 0.0000000E+000
 7.0100000E+003, 4.5457390E+001, 7.7099007E+001, 0.0000000E+000
 7.0200000E+003, 4.5393848E+001, 7.6979385E+001, 0.0000000E+000
 7.0400000E+003, 4.5267056E+001, 7.6740799E+001, 0.0000000E+000
 7.0600000E+003, 4.5140640E+001, 7.6503075E+001, 0.0000000E+000
 7.0800000E+003, 4.5014603E+001, 7.6266212E+001, 0.0000000E+000
 7.1000000E+003, 4.4888943E+001, 7.6030197E+001, 0.0000000E+000
 7.1100000E+003, 4.4826252E+001, 7.5912506E+001, 0.0000000E+000
 7.1300000E+003, 4.4701157E+001, 7.5677765E+001, 0.0000000E+000
 7.1500000E+003, 4.4576435E+001, 7.5443863E+001, 0.0000000E+000
 7.1700000E+003, 4.4452084E+001, 7.5210808E+001, 0.0000000E+000
 7.1900000E+003, 4.4328106E+001, 7.4978584E+001, 0.0000000E+000
 7.2000000E+003, 4.4266254E+001, 7.4862785E+001, 0.0000000E+000
 7.2200000E+003, 4.4142830E+001, 7.4631813E+001, 0.0000000E+000
 7.2400000E+003, 4.4019775E+001, 7.4401665E+001, 0.0000000E+000
 7.2600000E+003, 4.3897087E+001, 7.4172340E+001, 0.0000000E+000
 7.2800000E+003, 4.3774765E+001, 7.3943832E+001, 0.0000000E+000
 7.2900000E+003, 4.3713741E+001, 7.3829887E+001, 0.0000000E+000
 7.3100000E+003, 4.3591969E+001, 7.3602608E+001, 0.0000000E+000
 7.3300000E+003, 4.3470554E+001, 7.3376137E+001, 0.0000000E+000
 7.3500000E+003, 4.3349506E+001, 7.3150475E+001, 0.0000000E+000
 7.3700000E+003, 4.3228817E+001, 7.2925621E+001, 0.0000000E+000
 7.3800000E+003, 4.3168606E+001, 7.2813492E+001, 0.0000000E+000
 7.4000000E+003, 4.3048454E+001, 7.2589828E+001, 0.0000000E+000
 7.4200000E+003, 4.2928661E+001, 7.2366966E+001, 0.0000000E+000
 7.4400000E+003, 4.2809227E+001, 7.2144897E+001, 0.0000000E+000
 7.4600000E+003, 4.2690147E+001, 7.1923615E+001, 0.0000000E+000
 7.4700000E+003, 4.2630737E+001, 7.1813263E+001, 0.0000000E+000
 7.4900000E+003, 4.2512188E+001, 7.1593155E+001, 0.0000000E+000
 7.5100000E+003, 4.2393993E+001, 7.1373833E+001, 0.0000000E+000
 7.5300000E+003, 4.2276146E+001, 7.1155281E+001, 0.0000000E+000
 7.5500000E+003, 4.2158649E+001, 7.0937508E+001, 0.0000000E+000
 7.5600000E+003, 4.2100033E+001, 7.0828903E+001, 0.0000000E+000
 7.5800000E+003, 4.1983059E+001, 7.0612282E+001, 0.0000000E+000
 7.6000000E+003, 4.1866436E+001, 7.0396423E+001, 0.0000000E+000
 7.6200000E+003, 4.1750156E+001, 7.0181328E+001, 0.0000000E+000
 7.6400000E+003, 4.1634224E+001, 6.9966988E+001, 0.0000000E+000
 7.6500000E+003, 4.1576385E+001, 6.9860107E+001, 0.0000000E+000
 7.6700000E+003, 4.1460964E+001, 6.9646896E+001, 0.0000000E+000
 7.6900000E+003, 4.1345890E+001, 6.9434441E+001, 0.0000000E+000
 7.7100000E+003, 4.1231155E+001, 6.9222733E+001, 0.0000000E+000
 7.7300000E+003, 4.1116760E+001, 6.9011772E+001, 0.0000000E+000
 7.7400000E+003, 4.1059689E+001, 6.8906563E+001, 0.0000000E+000
 7.7600000E+003, 4.0945805E+001, 6.8696709E+001, 0.0000000E+000
 7.7800000E+003, 4.0832253E+001, 6.8487595E+001, 0.0000000E+000
 7.8000000E+003, 4.0719040E+001, 6.8279205E+001, 0.0000000E+000
 7.8200000E+003, 4.0606163E+001, 6.8071548E+001, 0.0000000E+000
 7.8300000E+003, 4.0549847E+001, 6.7967995E+001, 0.0000000E+000
 7.8500000E+003, 4.0437469E+001, 6.7761429E+001, 0.0000000E+000
 7.8700000E+003, 4.0325424E+001, 6.7555580E+001, 0.0000000E+000
 7.8900000E+003, 4.0213711E+001, 6.7350456E+001, 0.0000000E+000
 7.9100000E+003, 4.0102325E+001, 6.7146049E+001, 0.0000000E+000
 7.9200000E+003, 4.0046761E+001, 6.7044106E+001, 0.0000000E+000
 7.9400000E+003, 3.9935867E+001, 6.6840767E+001, 0.0000000E+000
 7.9600000E+003, 3.9825306E+001, 6.6638138E+001, 0.0000000E+000
 7.9800000E+003, 3.9715069E+001, 6.6436211E+001, 0.0000000E+000
 8.0000000E+003, 3.9605160E+001, 6.6234985E+001, 0.0000000E+000
 8.0100000E+003, 3.9550323E+001, 6.6134628E+001, 0.0000000E+000
 8.0300000E+003, 3.9440899E+001, 6.5934456E+001, 0.0000000E+000
 8.0500000E+003, 3.9331799E+001, 6.5734970E+001, 0.0000000E+000
 8.0700000E+003, 3.9223019E+001, 6.5536186E+001, 0.0000000E+000
 8.0900000E+003, 3.9114559E+001, 6.5338081E+001, 0.0000000E+000
 8.1000000E+003, 3.9060448E+001, 6.5239288E+001, 0.0000000E+000
 8.1200000E+003, 3.8952469E+001, 6.5042221E+001, 0.0000000E+000
 8.1400000E+003, 3.8844807E+001, 6.4845833E+001, 0.0000000E+000
 8.1600000E+003, 3.8737461E+001, 6.4650124E+001, 0.0000000E+000
 8.1800000E+003, 3.8630432E+001, 6.4455086E+001, 0.0000000E+000
 8.1900000E+003, 3.8577038E+001, 6.4357826E+001, 0.0000000E+000
 8.2100000E+003, 3.8470482E+001, 6.4163803E+001, 0.0000000E+000
 8.2300000E+003, 3.8364239E+001, 6.3970444E+001, 0.0000000E+000
 8.2500000E+003, 3.8258308E+001, 6.3777756E+001, 0.0000000E+000
 8.2700000E+003, 3.8152687E+001, 6.3585732E+001, 0.0000000E+000
 8.2800000E+003, 3.8099995E+001, 6.3489967E+001, 0.0000000E+000
 8.3000000E+003, 3.7994843E+001, 6.3298935E+001, 0.0000000E+000
 8.3200000E+003, 3.7889996E+001, 6.3108559E+001, 0.0000000E+000
 8.3400000E+003, 3.7785461E+001, 6.2918835E+001, 0.0000000E+000
 8.3600000E+003, 3.7681229E+001, 6.2729767E+001, 0.0000000E+000
 8.3700000E+003, 3.7629230E+001, 6.2635475E+001, 0.0000000E+000
 8.3900000E+003, 3.7525459E+001, 6.2447376E+001, 0.0000000E+000
 8.4100000E+003, 3.7421993E+001, 6.2259922E+001, 0.0000000E+000
 8.4300000E+003, 3.7318829E+001, 6.2073112E+001, 0.0000000E+000
 8.4500000E+003, 3.7215969E+001, 6.1886940E+001, 0.0000000E+000
 8.4600000E+003, 3.7164654E+001, 6.1794090E+001, 0.0000000E+000
 8.4800000E+003, 3.7062244E+001, 6.1608875E+001, 0.0000000E+000
 8.5000000E+003, 3.6960136E+001, 6.1424290E+001, 0.0000000E+000
 8.5200000E+003, 3.6858330E+001, 6.1240337E+001, 0.0000000E+000
 8.5400000E+003, 3.6756817E+001, 6.1057011E+001, 0.0000000E+000
 8.5500000E+003, 3.6706177E+001, 6.0965580E+001, 0.0000000E+000
 8.5700000E+003, 3.6605110E+001, 6.0783192E+001, 0.0000000E+000
 8.5900000E+003, 3.6504341E+001, 6.0601425E+001, 0.0000000E+000
 8.6100000E+003, 3.6403866E+001, 6.0420277E+001, 0.0000000E+000
 8.6300000E+003, 3.6303688E+001, 6.0239742E+001, 0.0000000E+000
 8.6400000E+003, 3.6253708E+001, 6.0149708E+001, 0.0000000E+000
 8.6600000E+003, 3.6153965E+001, 5.9970093E+001, 0.0000000E+000
 8.6800000E+003, 3.6054516E+001, 5.9791092E+001, 0.0000000E+000
 8.7000000E+003, 3.5955360E+001, 5.9612694E+001, 0.0000000E+000
 8.7200000E+003, 3.5856491E+001, 5.9434906E+001, 0.0000000E+000
 8.7300000E+003, 3.5807163E+001, 5.9346237E+001, 0.0000000E+000
 8.7500000E+003, 3.5708729E+001, 5.9169350E+001, 0.0000000E+000
 8.7700000E+003, 3.5610580E+001, 5.8993061E+001, 0.0000000E+000
 8.7900000E+003, 3.5512718E+001, 5.8817368E+001, 0.0000000E+000
 8.8100000E+003, 3.5415142E+001, 5.8642269E+001, 0.0000000E+000
 8.8200000E+003, 3.5366463E+001, 5.8554943E+001, 0.0000000E+000
 8.8400000E+003, 3.5269314E+001, 5.8380733E+001, 0.0000000E+000
 8.8600000E+003, 3.5172447E+001, 5.8207111E+001, 0.0000000E+000
 8.8800000E+003, 3.5075863E+001, 5.8034073E+001, 0.0000000E+000
 8.9000000E+003, 3.4979561E+001, 5.7861618E+001, 0.0000000E+000
 8.9100000E+003, 3.4931515E+001, 5.7775608E+001, 0.0000000E+000
 8.9300000E+003, 3.4835632E+001, 5.7604027E+001, 0.0000000E+000
 8.9500000E+003, 3.4740032E+001, 5.7433022E+001, 0.0000000E+000
 8.9700000E+003, 3.4644707E+001, 5.7262589E+001, 0.0000000E+000
 8.9900000E+003, 3.4549660E+001, 5.7092731E+001, 0.0000000E+000
 9.0000000E+003, 3.4502243E+001, 5.7008018E+001, 0.0000000E+000
 9.0200000E+003, 3.4407612E+001, 5.6839016E+001, 0.0000000E+000
 9.0400000E+003, 3.4313255E+001, 5.6670578E+001, 0.0000000E+000
 9.0600000E+003, 3.4219173E+001, 5.6502708E+001, 0.0000000E+000
 9.0800000E+003, 3.4125366E+001, 5.6335400E+001, 0.0000000E+000
 9.0900000E+003, 3.4078564E+001, 5.6251957E+001, 0.0000000E+000
 9.1100000E+003, 3.3985165E+001, 5.6085487E+001, 0.0000000E+000
 9.1300000E+003, 3.3892036E+001, 5.5919579E+001, 0.0000000E+000
 9.1500000E+003, 3.3799179E+001, 5.5754219E+001, 0.0000000E+000
 9.1700000E+003, 3.3706589E+001, 5.5589417E+001, 0.0000000E+000
 9.1800000E+003, 3.3660397E+001, 5.5507221E+001, 0.0000000E+000
 9.2000000E+003, 3.3568211E+001, 5.5343243E+001, 0.0000000E+000
 9.2200000E+003, 3.3476295E+001, 5.5179810E+001, 0.0000000E+000
 9.2400000E+003, 3.3384644E+001, 5.5016922E+001, 0.0000000E+000
 9.2600000E+003, 3.3293259E+001, 5.4854576E+001, 0.0000000E+000
 9.2700000E+003, 3.3247665E+001, 5.4773609E+001, 0.0000000E+000
 9.2900000E+003, 3.3156681E+001, 5.4612076E+001, 0.0000000E+000
 9.3100000E+003, 3.3065956E+001, 5.4451077E+001, 0.0000000E+000
 9.3300000E+003, 3.2975494E+001, 5.4290615E+001, 0.0000000E+000
 9.3500000E+003, 3.2885296E+001, 5.4130688E+001, 0.0000000E+000
 9.3600000E+003, 3.2840294E+001, 5.4050922E+001, 0.0000000E+000
 9.3800000E+003, 3.2750488E+001, 5.3891788E+001, 0.0000000E+000
 9.4000000E+003, 3.2660942E+001, 5.3733181E+001, 0.0000000E+000
 9.4200000E+003, 3.2571651E+001, 5.3575104E+001, 0.0000000E+000
 9.4400000E+003, 3.2482624E+001, 5.3417549E+001, 0.0000000E+000
 9.4500000E+003, 3.2438206E+001, 5.3338966E+001, 0.0000000E+000
 9.4700000E+003, 3.2349564E+001, 5.3182190E+001, 0.0000000E+000
 9.4900000E+003, 3.2261173E+001, 5.3025936E+001, 0.0000000E+000
 9.5100000E+003, 3.2173042E+001, 5.2870197E+001, 0.0000000E+000
 9.5300000E+003, 3.2085167E+001, 5.2714973E+001, 0.0000000E+000
 9.5400000E+003, 3.2041325E+001, 5.2637554E+001, 0.0000000E+000
 9.5600000E+003, 3.1953827E+001, 5.2483097E+001, 0.0000000E+000
 9.5800000E+003, 3.1866585E+001, 5.2329151E+001, 0.0000000E+000
 9.6000000E+003, 3.1779593E+001, 5.2175709E+001, 0.0000000E+000
 9.6200000E+003, 3.1692852E+001, 5.2022778E+001, 0.0000000E+000
 9.6300000E+003, 3.1649576E+001, 5.1946499E+001, 0.0000000E+000
 9.6500000E+003, 3.1563211E+001, 5.1794319E+001, 0.0000000E+000
 9.6700000E+003, 3.1477095E+001, 5.1642639E+001, 0.0000000E+000
 9.6900000E+003, 3.1391228E+001, 5.1491459E+001, 0.0000000E+000
 9.7100000E+003, 3.1305609E+001, 5.1340778E+001, 0.0000000E+000
 9.7200000E+003, 3.1262890E+001, 5.1265621E+001, 0.0000000E+000
 9.7400000E+003, 3.1177641E+001, 5.1115681E+001, 0.0000000E+000
 9.7600000E+003, 3.1092636E+001, 5.0966228E+001, 0.0000000E+000
 9.7800000E+003, 3.1007877E+001, 5.0817268E+001, 0.0000000E+000
 9.8000000E+003, 3.0923363E+001, 5.0668797E+001, 0.0000000E+000
 9.8100000E+003, 3.0881195E+001, 5.0594742E+001, 0.0000000E+000
 9.8300000E+003, 3.0797045E+001, 5.0446999E+001, 0.0000000E+000
 9.8500000E+003, 3.0713137E+001, 5.0299740E+001, 0.0000000E+000
 9.8700000E+003, 3.0629471E+001, 5.0152962E+001, 0.0000000E+000
 9.8900000E+003, 3.0546045E+001, 5.0006660E+001, 0.0000000E+000
 9.9000000E+003, 3.0504421E+001, 4.9933693E+001, 0.0000000E+000
 9.9200000E+003, 3.0421356E+001, 4.9788109E+001, 0.0000000E+000
 9.9400000E+003, 3.0338528E+001, 4.9643002E+001, 0.0000000E+000
 9.9600000E+003, 3.0255938E+001, 4.9498363E+001, 0.0000000E+000
 9.9800000E+003, 3.0173586E+001, 4.9354202E+001, 0.0000000E+000
 9.9900000E+003, 3.0132500E+001, 4.9282295E+001, 0.0000000E+000
 1.0010000E+004, 3.0050501E+001, 4.9138836E+001, 0.0000000E+000
 1.0030000E+004, 2.9968740E+001, 4.8995842E+001, 0.0000000E+000
 1.0050000E+004, 2.9887213E+001, 4.8853313E+001, 0.0000000E+000
 1.0070000E+004, 2.9805920E+001, 4.8711250E+001, 0.0000000E+000
 1.0080000E+004, 2.9765360E+001, 4.8640392E+001, 0.0000000E+000
 1.0100000E+004, 2.9684418E+001, 4.8499020E+001, 0.0000000E+000
 1.0120000E+004, 2.9603706E+001, 4.8358105E+001, 0.0000000E+000
 1.0140000E+004, 2.9523226E+001, 4.8217648E+001, 0.0000000E+000
 1.0160000E+004, 2.9442976E+001, 4.8077644E+001, 0.0000000E+000
 1.0170000E+004, 2.9402939E+001, 4.8007812E+001, 0.0000000E+000
 1.0190000E+004, 2.9323034E+001, 4.7868492E+001, 0.0000000E+000
 1.0210000E+004, 2.9243359E+001, 4.7729618E+001, 0.0000000E+000
 1.0230000E+004, 2.9163912E+001, 4.7591198E+001, 0.0000000E+000
 1.0250000E+004, 2.9084692E+001, 4.7453224E+001, 0.0000000E+000
 1.0260000E+004, 2.9045168E+001, 4.7384403E+001, 0.0000000E+000
 1.0280000E+004, 2.8966288E+001, 4.7247097E+001, 0.0000000E+000
 1.0300000E+004, 2.8887634E+001, 4.7110233E+001, 0.0000000E+000
 1.0320000E+004, 2.8809206E+001, 4.6973812E+001, 0.0000000E+000
 1.0340000E+004, 2.8731001E+001, 4.6837833E+001, 0.0000000E+000
 1.0350000E+004, 2.8691982E+001, 4.6770004E+001, 0.0000000E+000
 1.0370000E+004, 2.8614113E+001, 4.6634682E+001, 0.0000000E+000
 1.0390000E+004, 2.8536467E+001, 4.6499794E+001, 0.0000000E+000
 1.0410000E+004, 2.8459042E+001, 4.6365337E+001, 0.0000000E+000
 1.0430000E+004, 2.8381840E+001, 4.6231316E+001, 0.0000000E+000
 1.0440000E+004, 2.8343321E+001, 4.6164467E+001, 0.0000000E+000
 1.0460000E+004, 2.8266447E+001, 4.6031090E+001, 0.0000000E+000
 1.0480000E+004, 2.8189795E+001, 4.5898144E+001, 0.0000000E+000
 1.0500000E+004, 2.8113359E+001, 4.5765621E+001, 0.0000000E+000
 1.0520000E+004, 2.8037144E+001, 4.5633526E+001, 0.0000000E+000
 1.0530000E+004, 2.7999117E+001, 4.5567638E+001, 0.0000000E+000
 1.0550000E+004, 2.7923227E+001, 4.5436176E+001, 0.0000000E+000
 1.0570000E+004, 2.7847553E+001, 4.5305138E+001, 0.0000000E+000
 1.0590000E+004, 2.7772097E+001, 4.5174519E+001, 0.0000000E+000
 1.0610000E+004, 2.7696854E+001, 4.5044315E+001, 0.0000000E+000
 1.0620000E+004, 2.7659311E+001, 4.4979370E+001, 0.0000000E+000
 1.0640000E+004, 2.7584391E+001, 4.4849792E+001, 0.0000000E+000
 1.0660000E+004, 2.7509684E+001, 4.4720631E+001, 0.0000000E+000
 1.0680000E+004, 2.7435188E+001, 4.4591881E+001, 0.0000000E+000
 1.0700000E+004, 2.7360907E+001, 4.4463539E+001, 0.0000000E+000
 1.0710000E+004, 2.7323845E+001, 4.4399525E+001, 0.0000000E+000
 1.0730000E+004, 2.7249878E+001, 4.4271797E+001, 0.0000000E+000
 1.0750000E+004, 2.7176123E+001, 4.4144478E+001, 0.0000000E+000
 1.0770000E+004, 2.7102579E+001, 4.4017567E+001, 0.0000000E+000
 1.0790000E+004, 2.7029242E+001, 4.3891056E+001, 0.0000000E+000
 1.0800000E+004, 2.6992653E+001, 4.3827953E+001, 0.0000000E+000
 1.0820000E+004, 2.6919630E+001, 4.3702049E+001, 0.0000000E+000
 1.0840000E+004, 2.6846813E+001, 4.3576546E+001, 0.0000000E+000
 1.0860000E+004, 2.6774206E+001, 4.3451439E+001, 0.0000000E+000
 1.0880000E+004, 2.6701803E+001, 4.3326729E+001, 0.0000000E+000
 1.0890000E+004, 2.6665680E+001, 4.3264526E+001, 0.0000000E+000
 1.0910000E+004, 2.6593586E+001, 4.3140411E+001, 0.0000000E+000
 1.0930000E+004, 2.6521696E+001, 4.3016689E+001, 0.0000000E+000
 1.0950000E+004, 2.6450012E+001, 4.2893360E+001, 0.0000000E+000
 1.0970000E+004, 2.6378531E+001, 4.2770424E+001, 0.0000000E+000
 1.0980000E+004, 2.6342865E+001, 4.2709103E+001, 0.0000000E+000
 1.1000000E+004, 2.6271688E+001, 4.2586746E+001, 0.0000000E+000
 1.1020000E+004, 2.6200714E+001, 4.2464783E+001, 0.0000000E+000
 1.1040000E+004, 2.6129940E+001, 4.2343201E+001, 0.0000000E+000
 1.1060000E+004, 2.6059366E+001, 4.2222004E+001, 0.0000000E+000
 1.1070000E+004, 2.6024155E+001, 4.2161549E+001, 0.0000000E+000
 1.1090000E+004, 2.5953882E+001, 4.2040928E+001, 0.0000000E+000
 1.1110000E+004, 2.5883808E+001, 4.1920689E+001, 0.0000000E+000
 1.1130000E+004, 2.5813932E+001, 4.1800827E+001, 0.0000000E+000
 1.1150000E+004, 2.5744255E+001, 4.1681343E+001, 0.0000000E+000
 1.1160000E+004, 2.5709490E+001, 4.1621742E+001, 0.0000000E+000
 1.1180000E+004, 2.5640108E+001, 4.1502823E+001, 0.0000000E+000
 1.1200000E+004, 2.5570923E+001, 4.1384281E+001, 0.0000000E+000
 1.1220000E+004, 2.5501934E+001, 4.1266109E+001, 0.0000000E+000
 1.1240000E+004, 2.5433140E+001, 4.1148312E+001, 0.0000000E+000
 1.1250000E+004, 2.5398815E+001, 4.1089550E+001, 0.0000000E+000
 1.1270000E+004, 2.5330313E+001, 4.0972305E+001, 0.0000000E+000
 1.1290000E+004, 2.5262005E+001, 4.0855431E+001, 0.0000000E+000
 1.1310000E+004, 2.5193890E+001, 4.0738926E+001, 0.0000000E+000
 1.1330000E+004, 2.5125967E+001, 4.0622784E+001, 0.0000000E+000
 1.1340000E+004, 2.5092077E+001, 4.0564850E+001, 0.0000000E+000
 1.1360000E+004, 2.5024443E+001, 4.0449253E+001, 0.0000000E+000
 1.1380000E+004, 2.4956999E+001, 4.0334023E+001, 0.0000000E+000
 1.1400000E+004, 2.4889746E+001, 4.0219151E+001, 0.0000000E+000
 1.1420000E+004, 2.4822681E+001, 4.0104637E+001, 0.0000000E+000
 1.1430000E+004, 2.4789221E+001, 4.0047516E+001, 0.0000000E+000
 1.1450000E+004, 2.4722443E+001, 3.9933544E+001, 0.0000000E+000
 1.1470000E+004, 2.4655851E+001, 3.9819927E+001, 0.0000000E+000
 1.1490000E+004, 2.4589447E+001, 3.9706665E+001, 0.0000000E+000
 1.1510000E+004, 2.4523232E+001, 3.9593754E+001, 0.0000000E+000
 1.1520000E+004, 2.4490194E+001, 3.9537434E+001, 0.0000000E+000
 1.1540000E+004, 2.4424259E+001, 3.9425056E+001, 0.0000000E+000
 1.1560000E+004, 2.4358509E+001, 3.9313026E+001, 0.0000000E+000
 1.1580000E+004, 2.4292944E+001, 3.9201347E+001, 0.0000000E+000
 1.1600000E+004, 2.4227566E+001, 3.9090019E+001, 0.0000000E+000
 1.1610000E+004, 2.4194944E+001, 3.9034481E+001, 0.0000000E+000
 1.1630000E+004, 2.4129841E+001, 3.8923672E+001, 0.0000000E+000
 1.1650000E+004, 2.4064920E+001, 3.8813206E+001, 0.0000000E+000
 1.1670000E+004, 2.4000183E+001, 3.8703087E+001, 0.0000000E+000
 1.1690000E+004, 2.3935629E+001, 3.8593307E+001, 0.0000000E+000
 1.1700000E+004, 2.3903419E+001, 3.8538548E+001, 0.0000000E+000
 1.1720000E+004, 2.3839138E+001, 3.8429279E+001, 0.0000000E+000
 1.1740000E+004, 2.3775036E+001, 3.8320354E+001, 0.0000000E+000
 1.1760000E+004, 2.3711115E+001, 3.8211765E+001, 0.0000000E+000
 1.1780000E+004, 2.3647373E+001, 3.8103516E+001, 0.0000000E+000
 1.1790000E+004, 2.3615570E+001, 3.8049515E+001, 0.0000000E+000
 1.1810000E+004, 2.3552097E+001, 3.7941769E+001, 0.0000000E+000
 1.1830000E+004, 2.3488804E+001, 3.7834354E+001, 0.0000000E+000
 1.1850000E+004, 2.3425688E+001, 3.7727276E+001, 0.0000000E+000
 1.1870000E+004, 2.3362749E+001, 3.7620525E+001, 0.0000000E+000
 1.1880000E+004, 2.3331347E+001, 3.7567276E+001, 0.0000000E+000
 1.1900000E+004, 2.3268673E+001, 3.7461025E+001, 0.0000000E+000
 1.1920000E+004, 2.3206175E+001, 3.7355099E+001, 0.0000000E+000
 1.1940000E+004, 2.3143852E+001, 3.7249504E+001, 0.0000000E+000
 1.1960000E+004, 2.3081705E+001, 3.7144234E+001, 0.0000000E+000
 1.1970000E+004, 2.3050697E+001, 3.7091721E+001, 0.0000000E+000
 1.1990000E+004, 2.2988811E+001, 3.6986938E+001, 0.0000000E+000
 1.2010000E+004, 2.2927101E+001, 3.6882481E+001, 0.0000000E+000
 1.2030000E+004, 2.2865562E+001, 3.6778347E+001, 0.0000000E+000
 1.2050000E+004, 2.2804195E+001, 3.6674530E+001, 0.0000000E+000
 1.2060000E+004, 2.2773577E+001, 3.6622746E+001, 0.0000000E+000
 1.2080000E+004, 2.2712469E+001, 3.6519409E+001, 0.0000000E+000
 1.2100000E+004, 2.2651531E+001, 3.6416393E+001, 0.0000000E+000
 1.2120000E+004, 2.2590765E+001, 3.6313694E+001, 0.0000000E+000
 1.2140000E+004, 2.2530170E+001, 3.6211311E+001, 0.0000000E+000
 1.2150000E+004, 2.2499935E+001, 3.6160240E+001, 0.0000000E+000
 1.2170000E+004, 2.2439594E+001, 3.6058331E+001, 0.0000000E+000
 1.2190000E+004, 2.2379423E+001, 3.5956734E+001, 0.0000000E+000
 1.2210000E+004, 2.2319418E+001, 3.5855450E+001, 0.0000000E+000
 1.2230000E+004, 2.2259583E+001, 3.5754475E+001, 0.0000000E+000
 1.2240000E+004, 2.2229729E+001, 3.5704105E+001, 0.0000000E+000
 1.2260000E+004, 2.2170143E+001, 3.5603596E+001, 0.0000000E+000
 1.2280000E+004, 2.2110725E+001, 3.5503399E+001, 0.0000000E+000
 1.2300000E+004, 2.2051474E+001, 3.5403503E+001, 0.0000000E+000
 1.2320000E+004, 2.1992388E+001, 3.5303921E+001, 0.0000000E+000
 1.2330000E+004, 2.1962906E+001, 3.5254242E+001, 0.0000000E+000
 1.2350000E+004, 2.1904068E+001, 3.5155113E+001, 0.0000000E+000
 1.2370000E+004, 2.1845394E+001, 3.5056286E+001, 0.0000000E+000
 1.2390000E+004, 2.1786884E+001, 3.4957764E+001, 0.0000000E+000
 1.2410000E+004, 2.1728539E+001, 3.4859547E+001, 0.0000000E+000
 1.2420000E+004, 2.1699427E+001, 3.4810547E+001, 0.0000000E+000
 1.2440000E+004, 2.1641325E+001, 3.4712776E+001, 0.0000000E+000
 1.2460000E+004, 2.1583384E+001, 3.4615307E+001, 0.0000000E+000
 1.2480000E+004, 2.1525606E+001, 3.4518131E+001, 0.0000000E+000
 1.2500000E+004, 2.1467991E+001, 3.4421257E+001, 0.0000000E+000
 1.2510000E+004, 2.1439241E+001, 3.4372929E+001, 0.0000000E+000
 1.2530000E+004, 2.1381866E+001, 3.4276493E+001, 0.0000000E+000
 1.2550000E+004, 2.1324652E+001, 3.4180355E+001, 0.0000000E+000
